Simulation Number, 1  0  0, 0  0  1, 1  0  1,AspectRatio_ 0  0  1/ 1  0  1,AspectRatio_ 1  0  1/ 1  0  0
1630.0,113.2,127.6,121.1,1.0536746490503717,1.0697879858657242
1631.0,114.7,127.6,121.1,1.0536746490503717,1.055797733217088
1632.0,115.5,127.6,122.8,1.0390879478827362,1.0632034632034633
1633.0,113.2,127.6,123.6,1.0323624595469256,1.0918727915194346
1634.0,115.5,128.5,122.8,1.0464169381107493,1.0632034632034633
1635.0,115.9,130.1,125.9,1.0333598093725178,1.0862812769628991
1636.0,117.4,129.3,126.7,1.02052091554854,1.0792163543441227
1637.0,118.4,133.5,125.2,1.06629392971246,1.0574324324324325
1638.0,114.7,130.1,125.9,1.0333598093725178,1.097646033129904
1639.0,118.9,133.5,127.5,1.0470588235294118,1.0723296888141294
1640.0,119.2,132.7,127.6,1.0399686520376175,1.070469798657718
1641.0,125.5,126.8,119.6,1.060200668896321,0.9529880478087649
1642.0,120.7,123.4,125.2,0.9856230031948882,1.0372825186412593
1643.0,124.8,119.2,118.1,1.0093141405588486,0.9463141025641025
1644.0,122.2,126.8,119.6,1.060200668896321,0.9787234042553191
1645.0,118.9,117.6,112.2,1.0481283422459893,0.943650126156434
1646.0,123.7,121.8,112.2,1.085561497326203,0.9070331447049312
1647.0,119.2,119.2,111.5,1.0690582959641255,0.9354026845637584
1648.0,118.1,117.6,114.6,1.0261780104712042,0.9703640982218459
1649.0,117.0,117.6,109.1,1.077910174152154,0.9324786324786324
1650.0,118.4,116.7,112.2,1.0401069518716577,0.9476351351351351
1651.0,114.0,114.2,110.6,1.0325497287522605,0.9701754385964911
1652.0,113.2,118.4,113.8,1.0404217926186292,1.0053003533568905
1653.0,112.9,114.2,113.0,1.0106194690265486,1.0008857395925597
1654.0,113.6,115.0,109.8,1.0473588342440803,0.9665492957746479
1655.0,109.2,113.4,112.3,1.0097951914514693,1.0283882783882783
1656.0,112.9,119.2,113.0,1.0548672566371682,1.0008857395925597
1657.0,113.6,117.6,114.6,1.0261780104712042,1.0088028169014085
1658.0,108.4,120.9,113.9,1.061457418788411,1.0507380073800738
1659.0,110.6,120.1,113.9,1.054433713784021,1.0298372513562388
1660.0,110.2,120.1,114.6,1.0479930191972078,1.0399274047186933
1661.0,111.0,121.8,113.0,1.0778761061946902,1.018018018018018
1662.0,110.6,122.6,115.4,1.0623916811091854,1.0433996383363473
1663.0,109.2,119.2,116.4,1.0240549828178693,1.065934065934066
1664.0,112.2,122.6,118.8,1.031986531986532,1.0588235294117647
1665.0,111.0,121.8,116.4,1.0463917525773194,1.0486486486486486
1666.0,111.0,122.6,117.1,1.0469684030742954,1.0549549549549548
1667.0,112.1,123.4,116.2,1.0619621342512908,1.0365744870651206
1668.0,112.1,125.1,121.1,1.0330305532617672,1.0802854594112399
1669.0,111.7,124.3,120.4,1.032392026578073,1.0778871978513878
1670.0,112.5,125.9,121.3,1.0379225061830173,1.0782222222222222
1671.0,109.9,123.4,119.5,1.0326359832635983,1.0873521383075522
1672.0,115.9,126.8,120.3,1.0540315876974231,1.0379637618636754
1673.0,112.9,128.5,123.5,1.040485829959514,1.0938883968113373
1674.0,114.0,126.8,121.1,1.0470685383980183,1.0622807017543858
1675.0,112.1,125.9,123.6,1.0186084142394822,1.1025869759143623
1676.0,114.7,128.5,122.7,1.0472697636511816,1.06974716652136
1677.0,117.7,131.0,122.0,1.0737704918032787,1.0365335598980459
1678.0,114.8,130.1,124.3,1.0466613032984715,1.0827526132404182
1679.0,117.7,131.0,125.9,1.0405083399523432,1.0696686491079015
1680.0,117.0,131.0,125.9,1.0405083399523432,1.076068376068376
1681.0,117.7,131.0,126.1,1.0388580491673276,1.0713678844519965
